type,title,country,release_year,duration,listed_in,description,id,popularity,vote_count,vote_average
Movie,Dolemite Is My Name,United States,2019,118 min,"Comedies, Dramas","In 1970s LA, struggling comedian Rudy Ray Moore hits it big with his raunchy alter ego, Dolemite, then risks it all to take his act to the big screen.",tt8526872,35.438,681,7.1
Movie,Rattlesnake,United States,2019,86 min,"Horror Movies, Independent Movies, Thrillers","After a mysterious woman saves her daughter from a deadly snakebite, a single mother must repay the debt by killing a stranger before sundown.",tt9257484,22.984,267,5.2
Movie,Ronnie Coleman: The King,United States,2018,93 min,Documentaries,"Today, legendary bodybuilder Ronnie Coleman's body bears the scars of becoming the best in the world. Here, he shares what it took to reach his goals.",tt7217214,8.205,46,7.0
Movie,The Hateful Eight,United States,2015,168 min,"Action & Adventure, Thrillers","Years after the Civil War, a bounty hunter and his captive are waylaid by a Wyoming blizzard and hole up in a way station with six dicey strangers.",tt3460252,25.998,10204,7.7
Movie,Walt Disney Animation Studios Short Films Collection,United States,2015,90 min,Children & Family Movies,"This collection of 12 short films from Disney includes ""Frozen Fever,"" the Mickey Mouse short ""Get a Horse!"" and Oscar winners ""Paperman"" and ""Feast.""",tt6181728,7.42,58,7.9
Movie,Echo in the Canyon,United States,2019,82 min,"Documentaries, Music & Musicals","An affectionate documentary looks back at the mid-1960s, when Hollywood’s Laurel Canyon was a creative nexus for young, innovative musicians.",tt8884430,5.508,18,6.8
Movie,E-Team,United States,2014,90 min,Documentaries,The courageous investigators of Human Rights Watch's Emergencies Team risk their lives to document unlawful attacks on civilians by brutal dictators.,tt3456090,5.693,20,6.1
Movie,Dancing with the Birds,United States,2019,52 min,Documentaries,"From ruffling their majestic feathers to nailing im-peck-able courtship routines, birds in paradise flaunt their best moves in hopes of landing a mate.",tt11101698,8.576,22,8.0
Movie,ADAM SANDLER 100% FRESH,United States,2018,74 min,Stand-Up Comedy,"From ""Heroes"" to ""Ice Cream Ladies"" – Adam Sandler's comedy special hits you with new songs and jokes in an unexpected, groundbreaking way.",tt9036126,10.248,64,7.3
Movie,While We're Young,United States,2015,97 min,"Comedies, Dramas, Independent Movies","A documentary filmmaker struggling with a creative block meets a vibrant young hipster couple who, initially, bring new energy into his life and work.",tt1791682,17.927,753,5.9
Movie,I'll See You in My Dreams,United States,2015,96 min,"Comedies, Dramas, Independent Movies","After the passing of her dog, a long-widowed senior citizen is in need of companionship. Two very different possibilities present themselves.",tt3236120,12.274,99,6.3
Movie,Jenny Slate: Stage Fright,United States,2019,67 min,"Documentaries, Stand-Up Comedy","Jenny Slate's first stand-up special is a mix of stage time, funny stories about adulthood and conversations with family in her childhood home.",tt10971520,7.634,24,5.8
Movie,Tracers,United States,2015,94 min,Action & Adventure,"When a bike messenger falls into debt with organized criminals, a sexy woman draws him into her high-stakes world of parkour, teaching him new skills.",tt2401097,39.762,878,6.1
Movie,God Knows Where I Am,United States,2016,103 min,Documentaries,"Through diary entries, this documentary follows the life and death of homeless woman Linda Bishop and her struggles with starvation, sanity and God.",tt5073020,4.597,18,6.3
Movie,Results,United States,2015,105 min,"Comedies, Independent Movies","After an ugly divorce, a wealthy but unhappy man trains at a local gym and develops a strange relationship with the owner and a captivating trainer.",tt3824412,10.491,115,5.1
Movie,Joe Rogan: Triggered,United States,2016,64 min,Stand-Up Comedy,"Unleashing his inquisitive, intense comedic style, Rogan explores everything from raising kids and Santa Claus to pot gummies and talking to dolphins.",tt6023444,6.12,38,6.8
Movie,Wyatt Cenac: Brooklyn,United States,2014,68 min,Stand-Up Comedy,Wyatt Cenac heads to Brooklyn to share his observations on the borough that's the backdrop for three sitcoms and a reality show about cheesemongers.,tt4286560,3.829,9,6.2
Movie,1922,United States,2017,103 min,"Dramas, Thrillers","A farmer pens a confession admitting to his wife's murder, but her death is just the beginning of a macabre tale. Based on Stephen King's novella.",tt6214928,27.744,1799,5.9
Movie,Miss Representation,United States,2011,90 min,Documentaries,Explore how the mainstream media's often disparaging portrayals of women contribute to the under-representation of females in positions of leadership.,tt1784538,8.278,61,7.5
Movie,One of Us,United States,2017,95 min,Documentaries,"In the wake of trauma and abuse, three Hasidic Jews face ostracism, anxiety and danger as they attempt to leave their ultra-Orthodox community.",tt7214842,9.503,82,7.0
Movie,Wheelman,United States,2017,82 min,Action & Adventure,The getaway driver in a botched robbery puts his skills and smarts to the test when he receives shocking orders from an unknown caller.,tt5723286,20.503,363,5.9
Movie,The Meaning of Monty Python,United States,2013,60 min,Documentaries,"Five Pythons reflect on their creative process, politics, television and the making of their award-winning final film, ""The Meaning of Life.""",tt4256544,4.833,22,7.5
Movie,Sleeping with Other People,United States,2015,101 min,"Comedies, Dramas, Independent Movies","Many years after hooking up in college, two people cross paths and realize they are both serial philanderers who need each other's help to reform.",tt3165612,16.148,611,6.3
Movie,Anjelah Johnson: Not Fancy,United States,2015,64 min,Stand-Up Comedy,"The actress, comedian and YouTube sensation riffs on everything from nail salons and Gypsies to Mexican moms and super-sleuthing Liam Neeson.",tt4199110,4.637,15,4.5
Movie,Men in Black,United States,1997,98 min,"Action & Adventure, Comedies, Sci-Fi & Fantasy","A streetwise cop teams with a veteran government agent to work for a super-secret, extremely dapper team that monitors extraterrestrials on Earth.",tt0119654,38.147,9909,7.1
Movie,Eli,United States,2019,98 min,Horror Movies,"With his desperate parents in tow, an 11-year-old boy with a debilitating illness checks into an isolated clinic to undergo experimental therapy.",tt1037705,23.539,4274,6.7
Movie,The Laundromat,United States,2019,96 min,"Comedies, Dramas","When a widow gets swindled out of insurance money, her search for answers leads to two cunning lawyers in Panama who hide cash for the superrich.",tt5865326,18.55,714,6.0
Movie,Patton Oswalt: Annihilation,United States,2017,66 min,Stand-Up Comedy,"By turns scathing and candid, Patton Oswalt reflects on the glut of comic material in the Trump era and the dark days following a personal tragedy.",tt7026230,5.94,48,7.2
Movie,Ghosts of Sugar Land,United States,2019,22 min,Documentaries,"Shocked when their friend embraces extremism, a group of Muslim Americans in Texas recount their time with him and theories about his fate.",tt9671828,5.905,22,6.2
Movie,League of Legends Origins,United States,2019,78 min,Documentaries,"Fans, experts and creators of the ""League of Legends"" detail the game’s rise from free demo to global esports titan.",tt11131032,9.328,26,7.3
Movie,The Game Changers,United States,2018,86 min,"Documentaries, Sports Movies","Special Forces trainer James Wilks asks elite athletes to compare the merits of meat, protein and plants for building strength. Spoiler: plants win.",tt7455754,14.37,131,7.4
Movie,"Ron White: If You Quit Listening, I'll Shut Up",United States,2018,63 min,Stand-Up Comedy,"Ron “Tater Salad” White dishes out his signature brand of cynicism, riffing on sex, celebrity and the sinister habits of wild geese.",tt9060534,6.316,17,6.1
Movie,Anthony Jeselnik: Thoughts and Prayers,United States,2015,59 min,Stand-Up Comedy,There's no subject too dark as the comedian skewers taboos and riffs on national tragedies before pulling back the curtain on his provocative style.,tt5087554,5.645,53,7.5
Movie,Beasts of No Nation,United States,2015,137 min,"Dramas, Independent Movies","When civil war tears his family apart, a young West African boy is forced to join a unit of mercenary fighters and transform into a child soldier.",tt1365050,19.371,1113,7.6
Movie,Circle,United States,2015,86 min,"Dramas, Independent Movies, Sci-Fi & Fantasy","When a group of strangers is seized and awaits execution, they face the impossible task of choosing the one person among them worthy of being spared.",tt4649466,73.566,7017,7.0
Movie,Sky Ladder: The Art of Cai Guo-Qiang,United States,2016,80 min,Documentaries,"Known for his spectacular pyrotechnic displays, Chinese artist Cai Guo-Qiang creates his most ambitious project yet in this breathtaking documentary.",tt5278930,6.268,11,7.3
Movie,Russell Peters: Notorious,United States,2013,72 min,Stand-Up Comedy,"Global comedy star Russell Peters leaves no ethnic or cultural stereotype unsatirized in this outrageous standup appearance in Sydney, Australia.",tt3295244,6.268,41,6.7
Movie,The Babysitter,United States,2017,85 min,"Comedies, Horror Movies","When Cole stays up past his bedtime, he discovers that his hot babysitter is part of a satanic cult that will stop at nothing to keep him quiet.",tt4225622,127.89,2170,6.0
Movie,Mascots,United States,2016,95 min,Comedies,"Eager contestants don big heads and furry suits to vie for the title of World's Best Mascot in this offbeat, comic romp from Christopher Guest.",tt4936176,8.862,111,5.5
Movie,Feminists: What Were They Thinking?,United States,2018,86 min,"Documentaries, LGBTQ Movies","Revisiting 1970s photos of women that captured a feminist awakening, this film explores those women's lives and examines the continued need for change.",tt5419676,10.875,67,7.9
Movie,ReMastered: Who Shot the Sheriff,United States,2018,57 min,"Documentaries, Music & Musicals","In 1976, reggae icon Bob Marley survived an assassination attempt as rival political groups battled in Jamaica. But who exactly was responsible?",tt9046548,7.697,25,6.7
Movie,Iron Man & Captain America: Heroes United,United States,2014,71 min,"Children & Family Movies, Sci-Fi & Fantasy","While battling to keep the Red Skull and Taskmaster from unleashing a Hydra army, Iron Man and Captain America must learn to work together.",tt3911200,19.314,45,5.6
Movie,El Camino: A Breaking Bad Movie,United States,2019,123 min,"Dramas, Thrillers","Fugitive Jesse Pinkman attempts to outrun his past. Written and directed by ""Breaking Bad"" creator Vince Gilligan, starring Aaron Paul.",tt9243946,89.153,2758,6.9
Movie,Fractured,United States,2019,100 min,Thrillers,"After his wife and injured daughter disappear from an ER, a man conducts a panicked search and becomes convinced the hospital is hiding something.",tt4332232,34.941,1235,6.6
Movie,Tales From the Hood 2,United States,2018,110 min,"Cult Movies, Horror Movies, Independent Movies",Buckle up for an anthology of socially conscious horror stories that focus on the perils of racial injustice and the price of ignorance.,tt8403680,10.003,23,4.0
Movie,Christina P: Mother Inferior,United States,2017,59 min,Stand-Up Comedy,"Christina Pazsitzky hits Seattle with a biting dose of reality, telling truths about her childhood, getting older and the horrors of giving birth.",tt7057376,7.656,15,6.6
Movie,Alpha and Omega 2: A Howl-iday Adventure,United States,2013,45 min,Children & Family Movies,"In this animated outdoor adventure, wolf couple Humphrey and Kate face a crisis when one of their three cubs disappears without explanation.",tt3111728,8.196,29,5.3
Movie,Bad Boys II,United States,2003,147 min,"Action & Adventure, Comedies","In this hyperkinetic sequel, a pair of Miami narcotics cops investigate a Cuban drug kingpin's connection to Florida's influx of Ecstasy.",tt0172156,37.57,3643,6.5
Movie,Blow,United States,2001,123 min,Dramas,Cocaine smuggler George rises from poverty to become one of the biggest drug dealers in America before his eventual downfall.,tt0221027,22.632,2972,7.4
Movie,Charlie's Angels: Full Throttle,United States,2003,106 min,"Action & Adventure, Comedies","In this reboot of the TV classic, the Angels are tasked with finding lost rings encoded with the personal information of people in witness protection.",tt0305357,32.035,2132,5.5
Movie,Dumb and Dumberer: When Harry Met Lloyd,United States,2003,85 min,Comedies,This wacky prequel to the 1994 blockbuster goes back to the lame-brained title characters' days as classmates at a Rhode Island high school.,tt0329028,18.646,527,4.1
Movie,Earth to Echo,United States,2014,91 min,"Children & Family Movies, Sci-Fi & Fantasy","When a construction project begins in their neighborhood, four friends start receiving bizarre encoded text messages on their cell phones.",tt2183034,10.7,423,5.7
